AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007849) Abertay University,BA (Hons) Accounting and Finance with People Management,N4N6-U-ACCPPL
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007851) University of Derby,BA (Hons) Accounting and Finance,N4003
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007851) University of Derby,BA (Hons) Accounting and Finance with Foundation Year,N4003F
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007851) University of Derby,BA (Hons) Business Accounting and Finance,N4733
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007851) University of Derby,BA (Hons) Business Accounting and Finance with Foundation Year,N4733F
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007852) The University of Dundee,BAcc (Hons) Accountancy,N400
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007852) The University of Dundee,BAcc Accountancy,N410
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007852) The University of Dundee,BFin (Hons) Finance,N300
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007852) The University of Dundee,BSc (Hons) Accountancy and Mathematics,GN14
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007854) Cardiff Metropolitan University,BA (Hons) Accounting,N400
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007854) Cardiff Metropolitan University,BA (Hons) Accounting and Finance,NN43
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Accounting and Finance,BSHB3XXXEBACS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Accounting and Finance,BSHB4XIIEBACS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Accounting and Finance,BSHB4XSSEBACS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Accounting and Finance with a Foundation Year,BSHB4FXFEBACS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics,BSHB3XXXECRS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics,BSHB4XIIECRS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics,BSHB4XSSECRS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics and Business,BSHB3XXXECABS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics and Business,BSHB4XIIECABS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics and Business,BSHB4XSSECABS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics and Business with a Foundation Year,BSHB4FXFECABS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics and Finance,BSHB3XXXECAFS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics and Finance,BSHB4XIIECAFS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics and Finance,BSHB4XSSECAFS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics and Finance with a Foundation Year,BSHB4FXFECAFS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Economics with a Foundation Year,BSHB4FXFECRS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Finance,BSHB3XXXAFFS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Finance,BSHB4XIIAFFS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Finance,BSHB4XSSAFFS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007855) Swansea University,BSc (Hons) Finance with a Foundation Year,BSHB4FXFAFFS
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007856) Aberystwyth University,BSc (Hons) Accounting and Finance,BSC_N400
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007856) Aberystwyth University,BSc (Hons) Accounting and Finance / Business and Management,BSC_N4N1
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007856) Aberystwyth University,BSc (Hons) Accounting and Finance / Economics,BSC_N4L1
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007856) Aberystwyth University,BSc (Hons) Accounting and Finance with Foundation Year,BSC_N40F
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007856) Aberystwyth University,BSc (Hons) Business & Management,BSC_N122
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007856) Aberystwyth University,BSc (Hons) Business and Management with Foundation Year,BSC_N12F
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007857) Bangor University,BSc (Hons) Accounting And Finance,BSC_ACCFIN
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007857) Bangor University,BSc (Hons) Accounting and Finance,BSC_ACCFINF
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007857) Bangor University,BSc (Hons) Accounting and Management,BSC_AM
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10007858) University of Wales Trinity Saint David,BA (Hons) Sports Management,KIS-SPMSH
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10031982) BPP University,BSc (Hons) Accounting and Finance,BSCAF3
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10067648) University Academy 92 Limited,BA (Hons) Accounting and Finance,020606
Association of Chartered Certified Accountants (ACCA),Accredited by the Association of Chartered Certified Accountants (ACCA) for the purpose of exemptions from some professional examinations.,(10067648) University Academy 92 Limited,BA (Hons) Accounting and Finance (Accelerated),021772
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10000291) Anglia Ruskin University,BSc (Hons) Accounting and Finance,K00065
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10000291) Anglia Ruskin University,BSc (Hons) Accounting and Finance,K00480
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10000291) Anglia Ruskin University,BSc (Hons) Accounting and Finance,K00481
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10000961) Brunel University London,BSc (Hons) Accounting and Business Management,J4MHUACBUMG-FT-BSC
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10000961) Brunel University London,BSc (Hons) Accounting and Business Management with Placement Year,J4MHUACBUMG-KW-BSC
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10001282) University of Northumbria at Newcastle,BSc (Hons) Accounting,21SACI-N-ACI1
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10001282) University of Northumbria at Newcastle,BSc (Hons) Accounting (Extended Degree),21SXCI-N-ACI1
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10001883) De Montfort University,BA (Hons) Accounting and Finance,N421DM
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10001883) De Montfort University,BA (Hons) Accounting with Business Management,NN41DM
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004048) London Metropolitan University,BA (Hons) Accounting and Finance,UDACFINA
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004048) London Metropolitan University,BA (Hons) Accounting and Finance,UDACFINA
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004078) London South Bank University,BA (Hons) Accounting and Finance,5702A
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004078) London South Bank University,BA (Hons) Accounting and Finance (with Foundation Year),5873A
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004078) London South Bank University,BA (Hons) Accounting and Finance (with Placement),5718A
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004078) London South Bank University,BA (Hons) Accounting and Finance (with Placement) (with Foundation Year),5874A
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004113) Loughborough University,BSc (Hons) Accounting and Finance,KISN400
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004113) Loughborough University,BSc (Hons) Accounting and Finance,KISNN34
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004113) Loughborough University,BSc (Hons) Mathematics and Accounting and Financial Management,KISG1N4
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004113) Loughborough University,BSc (Hons) Mathematics and Accounting and Financial Management,KISG1NK
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004351) Middlesex University,BA (Hons) Accounting and Finance,135N401K3
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004351) Middlesex University,BA (Hons) Accounting and Finance,135N401K3
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004351) Middlesex University,BSc (Hons) Business Accounting,144N490K3
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004351) Middlesex University,BSc (Hons) Business Accounting,144N490K3
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004797) The Nottingham Trent University,BSc (Hons) Accounting & Finance (with Foundation Year),ACCF046_1
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004797) The Nottingham Trent University,BSc (Hons) Accounting and Finance,ACCF041_1
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10004797) The Nottingham Trent University,BSc (Hons) Accounting and Finance,ACCF042_1
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10005343) Queen's University Belfast,BA (Hons) Advanced Accounting with Placement,ACC-MACC-P
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10005343) Queen's University Belfast,BSc (Hons) Accounting with French,ACC-MM-FRH
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10005343) Queen's University Belfast,BSc (Hons) Accounting with Spanish,ACC-MM-SPA
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10005343) Queen's University Belfast,BSc (Hons) Economics and Accounting,ECO-JS-ACC
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10005500) Robert Gordon University,BA (Hons) Accounting and Finance,UBAFTBSAF
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10006022) Southampton Solent University,BSc (Hons) Accountancy and Finance,XXBAAAF01FX
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007138) The University of Northampton,BSc (Hons) Accounting & Finance with Integrated Foundation Year,UBSCACFIN4FUN
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007138) The University of Northampton,BSc (Hons) Accounting and Finance,UBSCACFIN3FUN
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007138) The University of Northampton,BSc (Hons) Accounting and Finance,UBSCACFIN3FUN
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007140) Birmingham City University,BSc (Hons) Accounting and Finance,US1222-00
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007140) Birmingham City University,BSc (Hons) Accounting and Finance,US1222-00
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007144) The University of East London,MAcc (Hons) Accounting and Finance,SD2052
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007144) The University of East London,MAcc (Hons) Accounting and Finance,SD2052
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007146) The University of Greenwich,BA (Hons) Accounting and Business Analytics,K0670
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007146) The University of Greenwich,BA (Hons) Accounting and Business Analytics,K0670
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007146) The University of Greenwich,BA (Hons) Accounting and Finance,K0049
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007146) The University of Greenwich,BA (Hons) Accounting and Finance (Extended),K0629
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007146) The University of Greenwich,BSc (Hons) Finance and Investment Banking,K0346
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007149) The University of Hull,BSc (Hons) Accounting,UGACCTXFU01
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007149) The University of Hull,BSc (Hons) Accounting (with Placement Year),UGACCTPFU01
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007149) The University of Hull,BSc (Hons) Accounting (with Study Abroad),UGACCTAFU01
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007149) The University of Hull,BSc (Hons) Accounting and Financial Management,UGACFMXFU01
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007149) The University of Hull,BSc (Hons) Accounting and Financial Management (with Placement Year),UGACFMPFU01
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007149) The University of Hull,BSc (Hons) Accounting and Financial Management (with Study Abroad),UGACFMAFU01
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007149) The University of Hull,BSc (Hons) Financial Management,UGFINMXFU01
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007149) The University of Hull,BSc (Hons) Financial Management (with Placement Year),UGFINMPFU01
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007149) The University of Hull,BSc (Hons) Financial Management (with Study Abroad),UGFINMAFU01
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007151) The University of Lincoln,BSc (Hons) Accountancy And Finance,ACFNBSUB
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007152) University of Bedfordshire,BA (Hons) Accounting,BAANTAAF
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007152) University of Bedfordshire,BSc (Hons) Accounting and Finance,BSACFAAF
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007158) The University of Southampton,BSc (Hons) Accounting and Economics,118
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007158) The University of Southampton,BSc (Hons) Accounting and Finance,70
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007158) The University of Southampton,BSc (Hons) Accounting and Finance with Placement,404
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007161) Teesside University,BSc (Hons) Accounting and Finance,AFBS_FT
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007161) Teesside University,BSc (Hons) Accounting and Finance (with Foundation year),AFBS_FY_FT
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,"(10007164) University of the West of England, Bristol",BA (Hons) Accounting and Finance,N40P
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,"(10007164) University of the West of England, Bristol",BA (Hons) Accounting and Finance,N4PF
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007167) The University of York,BSc (Hons) Accounting and Finance,UUBMANSAAF3~UBMANSAAF3
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007167) The University of York,BSc (Hons) Accounting and Finance (with a year in industry),UUBMANSAAI4~UBMANSAAI4
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007167) The University of York,"BSc (Hons) Accounting, Business Finance and Management",UUBMANSAFM3~UBMANSAFM3
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007167) The University of York,"BSc (Hons) Accounting, Business Finance and Management (with a year in industry)",UUBABMSIND4~UBABMSIND4
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007759) Aston University,BSc (Hons) Accounting and Finance,ABSN420AU
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007762) Glasgow Caledonian University,BA (Hons) Accountancy,12ACCXXX
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007764) Heriot-Watt University,MA (Hons) Accountancy and Finance,202627_NN34
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007785) The University of Bradford,BSc (Hons) Accounting and Finance,UAFE3UFJ-D001
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007785) The University of Bradford,BSc (Hons) Accounting and Finance,UAFE4UFJ-D001
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007789) The University of East Anglia,BSc (Hons) Accounting and Finance,UNU1N400304
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007789) The University of East Anglia,BSc (Hons) Accounting and Finance with a Year Abroad,UNU1N40A403
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007789) The University of East Anglia,BSc (Hons) Accounting and Finance with a Year in Industry,UNU1N40N402
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007790) The University of Edinburgh,LLB (Hons) Law and Accountancy,UTLAWACLLBH
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007790) The University of Edinburgh,MA (Hons) Accounting and Business,UTMAHACCBU1F
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007790) The University of Edinburgh,MA (Hons) Accounting and Finance,UTACCFIMAH
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007790) The University of Edinburgh,MA (Hons) Economics and Accounting,UTECNACMAH
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007823) Edge Hill University,BSc (Hons) Accounting,BAS000441
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007849) Abertay University,BA (Hons) Accounting and Finance,NN43-U-ACCFIN
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007849) Abertay University,BA (Hons) Accounting and Finance with Business Analytics,N4G3-U-ACCANL
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007849) Abertay University,BA (Hons) Accounting and Finance with Law,N4M1-U-ACCLAW
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007849) Abertay University,BA (Hons) Accounting and Finance with People Management,N4N6-U-ACCPPL
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007851) University of Derby,BA (Hons) Accounting and Finance,N4003
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007851) University of Derby,BA (Hons) Accounting and Finance with Foundation Year,N4003F
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007851) University of Derby,BA (Hons) Business Accounting and Finance,N4733
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007851) University of Derby,BA (Hons) Business Accounting and Finance with Foundation Year,N4733F
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007852) The University of Dundee,BAcc (Hons) Accountancy,N400
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007852) The University of Dundee,BAcc Accountancy,N410
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007852) The University of Dundee,BFin (Hons) Finance,N300
Association of International Accountants (AIA),Accredited by the Association of International Accountants (AIA) for the purpose of exemption from some professional examinations.,(10007852) The University of Dundee,BFin (Hons) International Finance,N390
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10003645) King's College London,BSc (Hons) International Business Analytics and Management,UBSH4QSIBAM
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Advertising and Brand Communications,K0946
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Business Administration and Management,K1104
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Business Administration and Management,K1111
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Business Management,K0223
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Business Management,K1084
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Business and Marketing,K0955
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Economics,K0142
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Economics,K0206
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Events Management,K0252
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Events Management,K0253
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Human Resource Management and Business,K1106
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Human Resource Management and Business,K1107
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) International Business Management,K0573
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) International Business Management,K0574
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Marketing,K0948
