AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
A Greener Festival,A Greener Festival is recognised around the world by the event and festival industry and academia for its work in helping events and festivals to reduce their environmental impact. Accreditation by A Greener Festival means that this course provides students with the level and depth of theory and knowledge of current practice required by environmental practitioners in the event industry both in the UK and internationally.,(10008640) Falmouth University,BA (Hons) Creative Events Management,BACEMFFU01
A Greener Festival,A Greener Festival is recognised around the world by the event and festival industry and academia for its work in helping events and festivals to reduce their environmental impact. Accreditation by A Greener Festival means that this course provides students with the level and depth of theory and knowledge of current practice required by environmental practitioners in the event industry both in the UK and internationally.,(10008640) Falmouth University,BA (Hons) Creative Events Management with Professional Practice,BACEMFSU01
A Greener Festival,A Greener Festival is recognised around the world by the event and festival industry and academia for its work in helping events and festivals to reduce their environmental impact. Accreditation by A Greener Festival means that this course provides students with the level and depth of theory and knowledge of current practice required by environmental practitioners in the event industry both in the UK and internationally.,(10008640) Falmouth University,BA (Hons) Sustainable Festival Management,BASUSFFFU02
A Greener Festival,A Greener Festival is recognised around the world by the event and festival industry and academia for its work in helping events and festivals to reduce their environmental impact. Accreditation by A Greener Festival means that this course provides students with the level and depth of theory and knowledge of current practice required by environmental practitioners in the event industry both in the UK and internationally.,(10008640) Falmouth University,BA (Hons) Sustainable Festival Management with Professional Placement,BASUSFFSU01
A Greener Festival,A Greener Festival is recognised around the world by the event and festival industry and academia for its work in helping events and festivals to reduce their environmental impact. Accreditation by A Greener Festival means that this course provides students with the level and depth of theory and knowledge of current practice required by environmental practitioners in the event industry both in the UK and internationally.,(10008640) Falmouth University,BA (Hons) Sustainable Tourism Management with Professional Placement,BASUSTFSU01
Academy of Pharmaceutical Sciences ,"Accredited by the Academy of Pharmaceutical Sciences. The programme has been assessed in terms of content, structure and resources for suitability for employment in the pharmaceutical and related industries and has met the required educational standards.",(10003678) Kingston University,BSc (Hons) Pharmaceutical Science with Regulatory Affairs,UFPSR1PSR20
Academy of Pharmaceutical Sciences ,"Accredited by the Academy of Pharmaceutical Sciences. The programme has been assessed in terms of content, structure and resources for suitability for employment in the pharmaceutical and related industries and has met the required educational standards.",(10003678) Kingston University,BSc (Hons) Pharmaceutical Science with Regulatory Affairs,USPSR1PSR45
Academy of Pharmaceutical Sciences ,"Accredited by the Academy of Pharmaceutical Sciences. The programme has been assessed in terms of content, structure and resources for suitability for employment in the pharmaceutical and related industries and has met the required educational standards.",(10004048) London Metropolitan University,BSc (Hons) Pharmaceutical Science,UDPHMSCI
Academy of Pharmaceutical Sciences ,"Accredited by the Academy of Pharmaceutical Sciences. The programme has been assessed in terms of content, structure and resources for suitability for employment in the pharmaceutical and related industries and has met the required educational standards.",(10004048) London Metropolitan University,BSc (Hons) Pharmaceutical Science,UDPHMSCI
Academy of Pharmaceutical Sciences ,"Accredited by the Academy of Pharmaceutical Sciences. The programme has been assessed in terms of content, structure and resources for suitability for employment in the pharmaceutical and related industries and has met the required educational standards.",(10004048) London Metropolitan University,MSci (Hons) Pharmaceutical Science,UDPHASCA
Academy of Pharmaceutical Sciences ,"Accredited by the Academy of Pharmaceutical Sciences. The programme has been assessed in terms of content, structure and resources for suitability for employment in the pharmaceutical and related industries and has met the required educational standards.",(10004048) London Metropolitan University,MSci (Hons) Pharmaceutical Science,UDPHASCA
Academy of Pharmaceutical Sciences ,"Accredited by the Academy of Pharmaceutical Sciences. The programme has been assessed in terms of content, structure and resources for suitability for employment in the pharmaceutical and related industries and has met the required educational standards.",(10007144) The University of East London,BSc (Hons) Pharmaceutical Science,SO2021
Academy of Pharmaceutical Sciences ,"Accredited by the Academy of Pharmaceutical Sciences. The programme has been assessed in terms of content, structure and resources for suitability for employment in the pharmaceutical and related industries and has met the required educational standards.",(10007144) The University of East London,BSc (Hons) Pharmaceutical Science,SO2021
Academy of Pharmaceutical Sciences ,"Accredited by the Academy of Pharmaceutical Sciences. The programme has been assessed in terms of content, structure and resources for suitability for employment in the pharmaceutical and related industries and has met the required educational standards.",(10007146) The University of Greenwich,BSc (Hons) Pharmaceutical Sciences,K0263
Academy of Pharmaceutical Sciences ,"Accredited by the Academy of Pharmaceutical Sciences. The programme has been assessed in terms of content, structure and resources for suitability for employment in the pharmaceutical and related industries and has met the required educational standards.",(10007146) The University of Greenwich,BSc (Hons) Pharmaceutical Sciences,K0263
Academy of Pharmaceutical Sciences ,"Accredited by the Academy of Pharmaceutical Sciences. The programme has been assessed in terms of content, structure and resources for suitability for employment in the pharmaceutical and related industries and has met the required educational standards.",(10007146) The University of Greenwich,BSc (Hons) Pharmaceutical Sciences (Extended),K0539
American Veterinary Medical Association (AVMA),Accredited by the American Veterinary Medical Association (AVMA).,(10006842) The University of Liverpool,BVSc (Hons) Veterinary Science,BVSC_VS
American Veterinary Medical Association (AVMA),Accredited by the American Veterinary Medical Association (AVMA).,(10007154) University of Nottingham,BVMBVS Veterinary Medicine and Surgery including a Gateway Year,D190
American Veterinary Medical Association (AVMA),Accredited by the American Veterinary Medical Association (AVMA).,(10007154) University of Nottingham,BVMBVS Veterinary Medicine and Veterinary Surgery,D100
American Veterinary Medical Association (AVMA),Accredited by the American Veterinary Medical Association (AVMA).,(10007154) University of Nottingham,BVMBVS Veterinary Medicine and Veterinary Surgery including a Preliminary Year,D104
American Veterinary Medical Association (AVMA),Accredited by the American Veterinary Medical Association (AVMA).,(10007779) The Royal Veterinary College,BVetMed (Hons) Bachelor of Veterinary Medicine,UBVETMD
American Veterinary Medical Association (AVMA),Accredited by the American Veterinary Medical Association (AVMA).,(10007779) The Royal Veterinary College,BVetMed (Hons) Veterinary Gateway Programme,UBVETMG
American Veterinary Medical Association (AVMA),Accredited by the American Veterinary Medical Association (AVMA).,(10007786) The University of Bristol,BVSc Veterinary Science,8MVSF006UU-202425
American Veterinary Medical Association (AVMA),Accredited by the American Veterinary Medical Association (AVMA).,(10007786) The University of Bristol,BVSc Veterinary Science: Accelerated Graduate Entry,8VESC005UU-202425
American Veterinary Medical Association (AVMA),Accredited by the American Veterinary Medical Association (AVMA).,(10007790) The University of Edinburgh,BVMS Clinical Veterinary Medicine,UTCLIVMBVMS
American Veterinary Medical Association (AVMA),Accredited by the American Veterinary Medical Association (AVMA).,(10007794) The University of Glasgow,BVMSci Veterinary Medicine and Surgery,D100-2104
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Animal Therapy,K00855
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Animal Therapy,K00855
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Animal Therapy,K00856
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Animal Therapy,K00856
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Canine Therapy,K00857
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Canine Therapy,K00857
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Canine Therapy,K00858
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Canine Therapy,K00858
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Equine Sports Therapy and Rehabilitation,K00873
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Equine Sports Therapy and Rehabilitation,K00873
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Equine Sports Therapy and Rehabilitation,K00874
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,BSc (Hons) Equine Sports Therapy and Rehabilitation,K00874
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,MVetPhys Veterinary Physiotherapy,K00815
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10000291) Anglia Ruskin University,MVetPhys Veterinary Physiotherapy,K00815
Animal Health Professions’ Register (AHPR),Accredited by the Animal Health Professions' Register (AHPR) for the purpose of eligibility for registration with that body.,(10005124) Plumpton College,BSc (Hons) Veterinary Physiotherapy,BSCVP
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10000291) Anglia Ruskin University,BA (Hons) Architecture,K00143
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10000291) Anglia Ruskin University,BA (Hons) Architecture,K00211
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10000571) Bath Spa University,BA (Hons) Architecture,BAARCARCSIN
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10000571) Bath Spa University,BA (Hons) Architecture with Integrated Foundation Year,BAARCFYARCSINFY
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10000571) Bath Spa University,BA (Hons) Architecture with Professional Placement Year,BAARCSWARCSINSW
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10000886) The University of Brighton,BA (Hons) Architecture,H1EA008MUU
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10001282) University of Northumbria at Newcastle,BA (Hons) Architecture,21FAHE-N-AHE1
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10001282) University of Northumbria at Newcastle,BA (Hons) Architecture (Extended Degree),21FXHE-N-AHE1
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10001883) De Montfort University,BA (Hons) Architecture,K100DM
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10001883) De Montfort University,BA (Hons) Architecture,K100DM
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10003678) Kingston University,BA (Hons) Architecture,UFARC1ARC01
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10003957) Liverpool John Moores University,BA (Hons) Architecture,3000000339
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10003957) Liverpool John Moores University,BA (Hons) Architecture,4580008200
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10004048) London Metropolitan University,BA (Hons) Architecture,UDARCHIT
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10004048) London Metropolitan University,BA (Hons) Architecture,UDARCHIT
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10004078) London South Bank University,BA (Hons) Architecture,101A
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10004078) London South Bank University,BA (Hons) Architecture,101A
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10004078) London South Bank University,BA (Hons) Architecture (with Foundation Year),6051A
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10004180) The Manchester Metropolitan University,BA (Hons) Architecture,K0140
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10004775) Norwich University of the Arts,BA (Hons) Architecture,UBAAR4FT
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10004775) Norwich University of the Arts,BA (Hons) Architecture,UBAARCFT
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10004797) The Nottingham Trent University,BArch (Hons) Architecture,ARCH001_1
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10004930) Oxford Brookes University,BA (Hons) Architecture,BAH-AR
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10004930) Oxford Brookes University,BA (Hons) Architecture,BAH-AR
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10005343) Queen's University Belfast,BSc (Hons) Architecture,ARC-BSC-S
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10005500) Robert Gordon University,MArch Architecture,UMAFTACAA
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007140) Birmingham City University,BA (Hons) Architecture,US0944-00
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007140) Birmingham City University,BA (Hons) Architecture,US0944-00
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007140) Birmingham City University,BA (Hons) Architecture with Foundation Year,US0944F-00
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007141) University of Lancashire,BSc (Hons) Architecture,BXARCT100
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007141) University of Lancashire,BSc (Hons) Architecture (with Foundation Year),ULARCT111
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007145) University of Gloucestershire,BA (Hons) Architecture,ARCDG
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007146) The University of Greenwich,BA (Hons) Architecture,K0015
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007148) The University of Huddersfield,BA (Hons) Architecture (RIBA Part 1),00008845
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007150) The University of Kent,BArch (Hons) Architecture,UARC0001X2BA-F
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007151) The University of Lincoln,BA (Hons) Architecture with Arts Foundation Year,ARCAFYUB
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007151) The University of Lincoln,BA (Hons) Architecture with Arts Foundation Year,ARCAFYUB
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007151) The University of Lincoln,BArch (Hons) Architecture,ARCBOAUB
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007151) The University of Lincoln,BArch (Hons) Architecture,ARCBOAUB
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007154) University of Nottingham,BArch (Hons) Architecture,K100
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007154) University of Nottingham,MEng (Hons) Architecture and Environmental Design,K230
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007155) The University of Portsmouth,BA (Hons) Architecture,U0132PYC
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007156) The University of Salford,BSc (Hons) Architecture,S_ARC_F
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007157) The University of Sheffield,BA (Hons) Architecture,K100
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007157) The University of Sheffield,BA (Hons) Architecture and Landscape,KK13
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,"(10007164) University of the West of England, Bristol",BA (Hons) Architecture and Planning,KK14
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,"(10007164) University of the West of England, Bristol",BA (Hons) Architecture and Planning,KK1F
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,"(10007164) University of the West of England, Bristol",BEng (Hons) Architecture and Environmental Engineering,KH12
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,"(10007164) University of the West of England, Bristol",BEng (Hons) Architecture and Environmental Engineering,KH1F
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,"(10007164) University of the West of England, Bristol",BSc (Hons) Architecture,K100
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,"(10007164) University of the West of England, Bristol",BSc (Hons) Architecture,K10F
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007165) The University of Westminster,BA (Hons) Architecture,U09FUARC
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007165) The University of Westminster,BA (Hons) Architecture with Foundation,U09FFARC
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007165) The University of Westminster,BSc (Hons) Architecture & Environmental Design,U09FUAEV
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007165) The University of Westminster,BSc (Hons) Architecture and Environmental Design with Foundation,U09FFAEV
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007166) The University of Wolverhampton,BSc (Hons) Architecture,AT013H01
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007768) The University of Lancaster,BA (Hons) Architecture,021072
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007788) The University of Cambridge,MArch (Hons) Architecture (BA+ M.Arch),UG_ART4X
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007795) The University of Leeds,MEng (Hons) Architecture,K1H2
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007795) The University of Leeds,MEng (Hons) Architecture (Industrial),K1H4
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007799) Newcastle University,BA (Hons) Architecture,objid50011014
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007801) University of Plymouth,BA (Hons) Architecture,0114
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007802) The University of Reading,BSc (Hons) Architecture,UFARCHITECT
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007807) Ulster University,BA (Hons) Architecture,1034
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10007854) Cardiff Metropolitan University,BA (Hons) Architecture,K100
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,(10008640) Falmouth University,BA (Hons) Architecture,BAARCHFC
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 2 level for the purpose of registration in the UK.,(10003861) Leeds Beckett University,MArch (Hons) Architecture,IMARC_C426
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 2 level for the purpose of registration in the UK.,(10003861) Leeds Beckett University,MArch (Hons) Architecture,IMARC_C426
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 2 level for the purpose of registration in the UK.,(10004797) The Nottingham Trent University,MArch (Hons) Architecture,ARCH017_1
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 2 level for the purpose of registration in the UK.,(10005500) Robert Gordon University,MArch Architecture,UMAFTACAA
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 2 level for the purpose of registration in the UK.,(10005790) Sheffield Hallam University,MArch (Hons) Architecture,12634
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 2 level for the purpose of registration in the UK.,(10005790) Sheffield Hallam University,MArch (Hons) Architecture,12634
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 2 level for the purpose of registration in the UK.,(10007807) Ulster University,MArch (Hons) Architecture,5802
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 2 level for the purpose of registration in the UK.,(10008071) AA School of Architecture,MArch (Hons) Architecture,AAUNDERRADUATE5YEAR
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 2 level for the purpose of registration in the UK.,(10021550) Centre for Alternative Technology,MArch Sustainable Architecture,CAT_MArch
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) at Part 2 level for the purpose of registration in the UK.,(10021550) Centre for Alternative Technology,MArch Sustainable Architecture,CAT_MArch
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10000385) The Arts University Bournemouth,BA (Hons) Architecture,BAARC
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10001282) University of Northumbria at Newcastle,BA (Hons) Interior Architecture,21SIAH-N-IAH1
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10001282) University of Northumbria at Newcastle,BA (Hons) Interior Architecture (Extended Degree),21SXAH-N-IAH1
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10001726) Coventry University,BSc (Hons) Architecture,15
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10005389) Ravensbourne University London,BA (Hons) Architecture (ARB/RIBA Part 1),RARC16
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10005389) Ravensbourne University London,BA (Hons) Architecture with Integrated Foundation Year,RARC160
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10005389) Ravensbourne University London,BA (Hons) Interior Design Environment Architectures (ARB/RIBA Part 1),RIDA16
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10005389) Ravensbourne University London,BA (Hons) Interior Design Environment Architectures with Integrated Foundation Year,RIDA160
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10006842) The University of Liverpool,BA (Hons) Architecture,BA_ARCH
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10007144) The University of East London,BSc (Hons) Architecture (RIBA Part 1),SM2054
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10007144) The University of East London,BSc (Hons) Architecture (RIBA Part 1),SM2054
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10007157) The University of Sheffield,BA (Hons) Architecture,K100
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10007157) The University of Sheffield,BA (Hons) Architecture and Landscape,KK13
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10007784) University College London,BSc (Hons) Architecture,UBSARCSING18
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10007784) University College London,MEng (Hons) Engineering and Architectural Design,UMNENGAARD18
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10007784) University College London,MSci (Hons) Architecture,UMSARCSING19
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10007790) The University of Edinburgh,MA (Hons) Architecture,UTARCHMAH
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10007799) Newcastle University,BA (Hons) Architecture,objid50011014
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10007805) The University of Strathclyde,BSc (Hons) Architectural Studies,KIS0000123
Architects Registration Board (ARB),Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,(10007852) The University of Dundee,MArch Architecture,K100
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10001282) University of Northumbria at Newcastle,BSc (Hons) Food Science and Nutrition,21SFSU-N-FSU1
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10001282) University of Northumbria at Newcastle,BSc (Hons) Food Science and Nutrition (Extended Degree),21SXSU-N-FSU1
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10003645) King's College London,BSc (Hons) Nutritional Sciences,UBSH3MSNTSCI
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10003678) Kingston University,BSc (Hons) Sport and Exercise Science (Nutrition),UFSNU1SNU20
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10003678) Kingston University,BSc (Hons) Sport and Exercise Science (Nutrition),UFSNU1SNU55
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10003678) Kingston University,BSc (Hons) Sport and Exercise Science (Nutrition),USSNU1SNU45
